id,level,mchoice,ans,eword,title,opa,opb,opc,opd,desc
"meqzj16000","junior","N","B","space","space","n.大脑；头脑","n.空间；太空；空格键","n・伦敦","n.梨子，梨树","英[speis] "
"meqzj16001","junior","N","C","pocket","pocket","n.米","n.陆地；土地v.登岸","n.口袋a.袖珍的","n.例子；榜样","英['pɒkit] "
"meqzj16002","junior","N","A","chopsticks","chopsticks","n.筷子（chopstick的名词复数）","乐趣；娱乐活动","大门；登机口","n.玫瑰花；玫瑰红","英['tʃɒpstiks] "
"meqzj16003","junior","N","B","difficulty","difficulty","n.筷子（chopstick的名词复数）","n.困难；麻烦","n.大脑；头脑","旅行；旅程","英['difikәlti] "
"meqzj16004","junior","N","D","rubbish","rubbish","n.秘密a.秘密的","n.（带沿的）帽子","n.怜悯，同情；可惜","n.垃圾；废物（美trash）","英['rʌbiʃ] "
"meqzj16005","junior","N","D","candle","candle","n.秘书；大臣","n.目的；意图","n.玫瑰花；玫瑰红","n.蜡烛","英['kændl] "
"meqzj16006","junior","N","B","basket","basket","n.木头；树木","n.篮子，框子","n.轮子；机轮","n.玫瑰花；玫瑰红","英['bɑ:skit] "
"meqzj16007","junior","N","B","boss","boss","n.梨子，梨树","n.老板，上司","n.录像；视频","n.售卖；出售","英[bɒs] "
"meqzj16008","junior","N","C","fun","fun","n.年级；成绩；等级","n.（带沿的）帽子","乐趣；娱乐活动","n.明信片","英[fʌn] "
"meqzj16009","junior","N","B","pear","pear","n.口袋a.袖珍的","n.梨子，梨树","n.礼物；赠品","n.米","英[pєә] "
"meqzj16010","junior","N","D","present","present","n.垃圾；废物（美trash）","n.旅行者；游客","n.母鸡","n.礼物；赠品","英['preznt] "
"meqzj16011","junior","N","B","history","history","旅行；旅程","n.历史；发展过程","n.美元","n.目的；意图","英['histәri] "
"meqzj16012","junior","N","C","example","example","n.筷子（chopstick的名词复数）","n.秘密a.秘密的","n.例子；榜样","n.美元","英[ig'zæmpl] "
"meqzj16013","junior","N","A","pity","pity","n.怜悯，同情；可惜","n.筷子（chopstick的名词复数）","n.模型；范例；模特儿","n.篮子，框子","英['piti] "
"meqzj16014","junior","N","A","UK","UK","n.英国","n.旅馆，宾馆","n.交易，贸易v.进行交换","n.困难；麻烦","英[ju: 'kei] "
"meqzj16015","junior","N","A","practice","practice","n.练习；实践","n.蜡烛","n.旅馆，宾馆","n.陌生人；异乡人","英['præktis] "
"meqzj16016","junior","N","D","neighbour","neighbour","n.蜡烛","n.梨子，梨树","n.年级；成绩；等级","n.邻居；邻国","英['neibә] (AmEneighbor)"
"meqzj16017","junior","N","D","bell","bell","n・伦敦","n.米","大门；登机口","n.铃铛；钟声","英[bel] "
"meqzj16018","junior","N","B","leader","leader","n.历史；发展过程","n.领导人；领先者","n.米","n.明信片","英['li:dә] "
"meqzj16019","junior","N","C","land","land","n.口袋a.袖珍的","n.模型；范例；模特儿","n.陆地；土地v.登岸","n.大脑；头脑","英[lænd] "
"meqzj16020","junior","N","D","video","video","n.模型；范例；模特儿","n.垃圾；废物（美trash）","n.英国","n.录像；视频","英['vidiәu] "
"meqzj16021","junior","N","A","London","London","n・伦敦","n.秘书；大臣","n.年级；成绩；等级","n.玫瑰花；玫瑰红","英['lʌndәn] "
"meqzj16022","junior","N","B","wheel","wheel","n.梨子，梨树","n.轮子；机轮","n.陌生人；异乡人","n.大脑；头脑","英[hwi:l] "
"meqzj16023","junior","N","C","hotel","hotel","n.柠檬；柠檬黄","n.煤；煤块","n.旅馆，宾馆","n.录像；视频","英[hәu'tel] "
"meqzj16024","junior","N","A","trip","trip","旅行；旅程","n.空间；太空；空格键","n.柠檬；柠檬黄","n.大脑；头脑","英[trip] "
"meqzj16025","junior","N","D","tourist","tourist","n.历史；发展过程","n.玫瑰花；玫瑰红","n.秘书；大臣","n.旅行者；游客","英['tuәrist] "
"meqzj16026","junior","N","C","yard","yard","n.困难；麻烦","n.母鸡","n.码；场所；院子","n.蚂蚁","英[jɑ:d] "
"meqzj16027","junior","N","A","ant","ant","n.蚂蚁","n.美元","n.旅馆，宾馆","n.录像；视频","英[ænt] "
"meqzj16028","junior","N","C","sale","sale","n.旅行者；游客","n.篮子，框子","n.售卖；出售","n.礼物；赠品","英[seil] "
"meqzj16029","junior","N","B","cartoon","cartoon","n.邻居；邻国","n.漫画；动画片","n.口袋a.袖珍的","n.能力；才能","英[kɑ:'tu:n] "
"meqzj16030","junior","N","B","trade","trade","n.领导人；领先者","n.交易，贸易v.进行交换","n.陌生人；异乡人","n.口袋a.袖珍的","英[treid] "
"meqzj16031","junior","N","A","hat","hat","n.（带沿的）帽子","n.码；场所；院子","n.英国","n.梨子，梨树","英[hæt] "
"meqzj16032","junior","N","D","nothing","nothing","n.旅馆，宾馆","n.柠檬；柠檬黄","n.旅行者；游客","n.没有东西；什么都没有ad.一点也不","英['nʌθiŋ] "
"meqzj16033","junior","N","A","rose","rose","n.玫瑰花；玫瑰红","乐趣；娱乐活动","n.礼物；赠品","n.美元","英[rәuz] "
"meqzj16034","junior","N","B","coal","coal","n.空间；太空；空格键","n.煤；煤块","乐趣；娱乐活动","n.篮子，框子","英[kәul] "
"meqzj16035","junior","N","B","dollar","dollar","n.蜡烛","n.美元","n.牛肉","n.秘书；大臣","英['dɒlә] "
"meqzj16036","junior","N","B","gate","gate","n.（带沿的）帽子","大门；登机口","n.铃铛；钟声","n.玫瑰花；玫瑰红","英[geit] "
"meqzj16037","junior","N","C","metre","metre","n.录像；视频","n.筷子（chopstick的名词复数）","n.米","n.口袋a.袖珍的","英['mi:tә] (AmEmeter)"
"meqzj16038","junior","N","D","secret","secret","n.怜悯，同情；可惜","n.大脑；头脑","n.码；场所；院子","n.秘密a.秘密的","英['si:krit] "
"meqzj16039","junior","N","A","secretary","secretary","n.秘书；大臣","n.邻居；邻国","n.口袋a.袖珍的","n.陌生人；异乡人","英['sekrәtәri] "
"meqzj16040","junior","N","C","postcard","postcard","n.怜悯，同情；可惜","n.煤；煤块","n.明信片","旅行；旅程","英['pәustkɑ:d] "
"meqzj16041","junior","N","C","model","model","n.领导人；领先者","n.漫画；动画片","n.模型；范例；模特儿","n.能力；才能","英['mɒdәl] "
"meqzj16042","junior","N","C","stranger","stranger","n.练习；实践","n.模型；范例；模特儿","n.陌生人；异乡人","n.能力；才能","英['streindʒә] "
"meqzj16043","junior","N","C","hen","hen","n.能力；才能","大门；登机口","n.母鸡","n.木头；树木","英[hen] "
"meqzj16044","junior","N","C","wood","wood","n.能力；才能","n.漫画；动画片","n.木头；树木","n.牛肉","英[wud] "
"meqzj16045","junior","N","A","purpose","purpose","n.目的；意图","n.梨子，梨树","n.年龄；时代","n.牛肉","英['pә:pәs] "
"meqzj16046","junior","N","D","brain","brain","n.年级；成绩；等级","n.筷子（chopstick的名词复数）","n.铃铛；钟声","n.大脑；头脑","英[brein] "
"meqzj16047","junior","N","C","ability","ability","n.历史；发展过程","n.空间；太空；空格键","n.能力；才能","n.秘书；大臣","英[ә'biliti] "
"meqzj16048","junior","N","C","grade","grade","n.漫画；动画片","n.领导人；领先者","n.年级；成绩；等级","n.梨子，梨树","英[greid] "
"meqzj16049","junior","N","A","age","age","n.年龄；时代","n.玫瑰花；玫瑰红","n.筷子（chopstick的名词复数）","n.年级；成绩；等级","英[eidʒ] "
"meqzj16050","junior","N","A","lemon","lemon","n.柠檬；柠檬黄","n.米","n.口袋a.袖珍的","n.英国","英['lemәn] "
"meqzj16051","junior","N","C","beef","beef","n.练习；实践","n.秘密a.秘密的","n.牛肉","n.困难；麻烦","英[bi:f] "
"meqzj16052","junior","N","C","space","n.空间；太空；空格键","age","candle","space","pocket","英[speis] "
"meqzj16053","junior","N","D","pocket","n.口袋a.袖珍的","nothing","sale","purpose","pocket","英['pɒkit] "
"meqzj16054","junior","N","B","chopsticks","n.筷子（chopstick的名词复数）","hat","chopsticks","cartoon","grade","英['tʃɒpstiks] "
"meqzj16055","junior","N","D","difficulty","n.困难；麻烦","sale","present","history","difficulty","英['difikәlti] "
"meqzj16056","junior","N","A","rubbish","n.垃圾；废物（美trash）","rubbish","bell","practice","space","英['rʌbiʃ] "
"meqzj16057","junior","N","A","candle","n.蜡烛","candle","hen","coal","hotel","英['kændl] "
"meqzj16058","junior","N","A","basket","n.篮子，框子","basket","ant","wood","chopsticks","英['bɑ:skit] "
"meqzj16059","junior","N","D","boss","n.老板，上司","metre","London","wheel","boss","英[bɒs] "
"meqzj16060","junior","N","B","fun","乐趣；娱乐活动","basket","fun","stranger","boss","英[fʌn] "
"meqzj16061","junior","N","D","pear","n.梨子，梨树","rubbish","candle","pocket","pear","英[pєә] "
"meqzj16062","junior","N","C","present","n.礼物；赠品","yard","wheel","present","sale","英['preznt] "
"meqzj16063","junior","N","A","history","n.历史；发展过程","history","ability","metre","wheel","英['histәri] "
"meqzj16064","junior","N","A","example","n.例子；榜样","example","dollar","video","trip","英[ig'zæmpl] "
"meqzj16065","junior","N","A","pity","n.怜悯，同情；可惜","pity","land","model","candle","英['piti] "
"meqzj16066","junior","N","C","UK","n.英国","boss","ant","UK","lemon","英[ju: 'kei] "
"meqzj16067","junior","N","D","practice","n.练习；实践","metre","grade","video","practice","英['præktis] "
"meqzj16068","junior","N","A","neighbour","n.邻居；邻国","neighbour","dollar","hotel","age","英['neibә] (AmEneighbor)"
"meqzj16069","junior","N","A","bell","n.铃铛；钟声","bell","secret","video","hotel","英[bel] "
"meqzj16070","junior","N","B","leader","n.领导人；领先者","wheel","leader","pear","cartoon","英['li:dә] "
"meqzj16071","junior","N","D","land","n.陆地；土地v.登岸","nothing","sale","purpose","land","英[lænd] "
"meqzj16072","junior","N","C","video","n.录像；视频","wood","lemon","video","London","英['vidiәu] "
"meqzj16073","junior","N","A","London","n・伦敦","London","model","trip","land","英['lʌndәn] "
"meqzj16074","junior","N","D","wheel","n.轮子；机轮","brain","trip","stranger","wheel","英[hwi:l] "
"meqzj16075","junior","N","B","hotel","n.旅馆，宾馆","chopsticks","hotel","ability","history","英[hәu'tel] "
"meqzj16076","junior","N","C","trip","旅行；旅程","pity","coal","trip","pear","英[trip] "
"meqzj16077","junior","N","C","tourist","n.旅行者；游客","gate","London","tourist","yard","英['tuәrist] "
"meqzj16078","junior","N","D","yard","n.码；场所；院子","purpose","UK","dollar","yard","英[jɑ:d] "
"meqzj16079","junior","N","A","ant","n.蚂蚁","ant","pocket","model","coal","英[ænt] "
"meqzj16080","junior","N","D","sale","n.售卖；出售","yard","gate","difficulty","sale","英[seil] "
"meqzj16081","junior","N","D","cartoon","n.漫画；动画片","leader","pear","video","cartoon","英[kɑ:'tu:n] "
"meqzj16082","junior","N","D","trade","n.交易，贸易v.进行交换","age","rubbish","neighbour","trade","英[treid] "
"meqzj16083","junior","N","B","hat","n.（带沿的）帽子","model","hat","practice","coal","英[hæt] "
"meqzj16084","junior","N","D","nothing","n.没有东西；什么都没有ad.一点也不","lemon","rubbish","dollar","nothing","英['nʌθiŋ] "
"meqzj16085","junior","N","C","rose","n.玫瑰花；玫瑰红","ability","present","rose","video","英[rәuz] "
